Title,Genre,Director,Actor,Synopsis,Img
노무현입니다,다큐멘터리,이창재,노무현,"국회의원, 시장 선거 등 출마하는 선거마다 번번이 낙선했던 만년 꼴찌 후보 노무현이 2002년 대선 당시 대한민국 정당 최초로 도입된 새천년민주당 국민참여경선에 당당히 출사표를 던진다. 제주를 시작으로 전국 16개 도시에서 치러진 대국민 이벤트. 쟁쟁한 후보들과 엎치락뒤치락하며 제주 경선 3위, 울산 1위, 그리고 광주까지 석권한 지지율 2%의 꼴찌 후보 노무현이 전국을 뒤흔들기 시작한다.

지지율 2%의 꼴찌 후보에서 대선후보 1위, 국민의 대통령이 되기까지
2002년 전국을 뒤흔들었던 노무현, 그 기적의 역전 드라마",https://www.kobis.or.kr/common/mast/movie/2017/05/0589c37635a14f729cdfda714372d8ad.jpg
언니,액션,임경택,"이시영, 박세완, 이준혁, 최진호, 강민범, 국하은, 김원해","남들처럼 평범하게 살고 싶었는데…
동생이 사라졌다

“내 동생 어디로 보냈어?”

동생의 흔적에 가까워질수록
그녀의 분노는 폭발한다",https://www.kobis.or.kr/common/mast/movie/2018/12/b6f97e699d6a4bde9e219f971e6c6479.jpg
연평해전,드라마,김학순,"김무열, 진구, 이현우, 이완","월드컵의 열기로 뜨거웠던 2002년 6월
해군 출신 아버지의 자랑스러운 아들이자, 참수리 357호 정장 ‘윤영하’ 대위
아내의 든든한 남편이자, 참수리 357호 조타장 ‘한상국’ 하사
어머니의 하나뿐인 아들이자, 참수리 357호 의무병 ‘박동혁’ 상병

참수리 357호 대원들은 실전을 방불케 하는 고된 훈련 속에 서로를 의지하며 가족 같은 존재가 되어간다.
무더운 여름과 함께 월드컵의 함성이 뜨거워지는 가운데, 한국과 터키의 3, 4위전 경기가 열리던 그날
서해 한 가운데에 포성이 울리는데…",https://www.kobis.or.kr/common/mast/movie/2015/06/4fecc4c7adf0464db5510b72822b3133.jpg
나의 결혼원정기,드라마,황병국,"정재영, 수애, 유준상","“지금부터 기나긴 오욕의 사슬을 끊어내고자 떠났던 나의 결혼원정기를 소개하려 한다. 그 시작은 미약하였으나 끝은 창대하였던…..” 서른 여덟 먹은 덕암리 노총각 홍만택(정재영 분). 그 나이에 뜨문뜨문도 아니고 ‘종종’ 몽정을 치뤄 남의 눈을 피해 몰래 팬티를 빨아야 하는 그는 여자와는 눈도 제대로 못 맞추는 쑥맥이다. 만택의 죽마고우 희철(유준상 분)은 딴에는 여자 꽤나 다룬다고 생각하는 ‘선수’다. 하지만 만택과 함께 막걸리에 취해 ‘18세 순이’를 불러 제끼는 건 마찬가지인 서러운 노총각. 어느 날 할아버지가 약주라도 걸치신 듯 벌개진 얼굴로 들어와선 만택에게 묻는다. “우주... 베끼가 어데로?” “우.즈.베.끼.스.뜨? 이거 완전 낑긴 나라 아이가?” 마을에 시집 온 우즈베키스탄 색시를 보고 온 할아버지는 국제결혼이라도 하라시지만, 만택은 영 내키지가 않는다. 이런 그의 옆에서 바람을 잡으며 부추기는 이가 있었으니, 바로 희철. 희철은 우즈벡 맞선 원정을 망설이는 만택을 갖은 논리와 셈으로 꼬드기기 시작하고, 만택도 슬슬 마음이 흔들리기 시작한다. 환갑을 넘기고도 시집살이하는 엄니 보기도 그렇고, 이제 아부지 제사상에 며느리가 차린 음식도 올려드려야겠는데... 그리하여, 만택과 희철은 초등학교 사회과부도에 낑겨 있어 찾기도 힘든 나라, ‘우즈베키스탄’으로 신부감을 찾아 머나먼 여정에 오른다. “제가 홍만택씨와 어울리는 사람으로 꼭 데려오겠습니다.” 제13기 결혼원정대의 통역을 맡은 우즈벡 현지인 라라(수애 분). 지금까지 최고의 성사율을 기록해왔고 회사의 신임도 받고 있지만, 개인적으로 그녀에게 너무나 중요한 이번 맞선은 특히 녹록치가 않다. 목적의식(?) 뚜렷한 희철은 안 되는 영어까지 섞어가며 현란한 작업을 펼치면서 적극적으로 맞선에 나서지만, 답답할 정도로 착하고 순박한 만택은 보는 여자마다 퇴짜맞기 일쑤다. 보다 못한 라라는 우즈벡 인사말부터, 맞선 매너까지 하나하나 만택의 특별 개인교습에 나서는데... 그들은 38년 오욕과 설움의 세월에 종지부를 찍을 수 있을까?",https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/92/mov_20050305_38859.jpg
거신: 바람의 아이,애니메이션,신창섭,"심규혁, 민아, 권성혁, 황창영, 시영준, 김보영","‘바람의 신주’를 지키기 위한 시공초월 로봇 액션이 시작된다!

제주의 오랜 전설로 내려오던 ‘바람의 신주’를 찾아 탐험을 하던 현대의 과학자들은
우연한 사고로 1230년대 탐라로 타임슬립 하게 된다.
한편, 탐라의 전설이 예언한 운명의 소녀 ‘영등’은
‘바람의 신주’를 탐내는 해적들에게 쫓기던 중 ‘유랑’을 만나 위기에서 벗어난다.
하지만 해적들은 세상을 파괴할 힘을 가졌다는 신주를 차지하기 위해 탐라를 공격하고,
적귀에 맞설 거대 돌하르방 로봇 ‘거신’이 폭포 속에서 모습을 드러내는데…
과연 ‘거신’과 바람의 힘을 가진 운명의 소녀 ‘영등’은 ‘바람의 신주’를 지켜낼 수 있을까?",https://www.kobis.or.kr/common/mast/movie/2023/05/4199a0af2d3f4036906ffea5fdc03cad.jpg
아머드 사우루스: 기계공룡제국의 침략,"애니메이션, 액션, 어드벤처",강대일,"이도엽, 서은하, 유재연","공룡과 로봇의 완벽한 어셈블
초대형 다이노버스터가 온다!

6,500만 년 동안 잠들어 있던 티렉스를 깨워 우연히 교감에 성공하게 된 소년 ‘진(김서진)’은
지구방위군단을 양성하는 디아머 아카데미에 링커로 특례입학하게 된다.
티렉스와의 교감 훈련부터 조종 훈련, 가상 전투 훈련 등 다양한 훈련을 시작한 ‘진’은
이후 ‘세나(지수)’, ‘아인(문소희)’, ‘용후(이세온)’ 등 다른 디아머 링커들과 팀을 이뤄 함께 성장한다.
그러던 어느 날, 지구로 떨어진 이터널 코어를 노리던 기계공룡제국이 지구를 침략하고,
카이저 군단은 그 틈을 노려 디아머를 공격해 이터널 코어를 빼앗으려 한다.
이에 디아머 링커들은 힘을 합쳐 이들을 막아내는데 성공한다.
하지만, 기계공룡제국의 2인자 ‘플라우투스’가 등장하면서 절체절명의 위기에 처하게 되는데…

과연, 디아머 링커들은 최강 빌런 ‘플라우투스’에 맞서 지구를 지켜낼 수 있을 것인가!",https://www.kobis.or.kr/common/mast/movie/2023/04/2e022be4650e444cb0a75f24b7807a5f.jpg
옥수역귀신,"공포(호러), 미스터리",정용기,"김보라, 김재현, 신소율","특종이 필요한 기자 ‘나영’은 옥수역에서 근무하는 친구 ‘우원’을 통해
‘옥수역’에서 계속해서 일어난 사망사건들을 듣게 된다.
‘나영’은 ‘우원’과 함께 취재를 시작하고 그녀에게 계속 괴이한 일들이 벌어지는데…

무언가 있다. 옥수역에…",https://www.kobis.or.kr/common/mast/movie/2023/04/e2c2e4511543420cbb27d3408c6662e5.jpg
바람개비,액션,이상훈,"차선우, 유지애, 이원석, 김소희, 서지후","복싱 선수를 꿈꾸던 ‘정훈’(차선우)은
폭력을 일삼던 아버지와 다른 삶을 살기 위해 노력한다.

어느 날 위험에 빠진 ‘승희’(유지애)를 구하게 된 ‘정훈’은
예상치 못한 큰 싸움에 휘말리게 되고
심한 부상을 당한 후 꿈마저 포기하게 된다.

성인이 된 두 사람은 밝은 미래를 꿈꾸지만
걷잡을 수 없이 커져가는 불신과 오해 속에
‘정훈’의 삶은 생각과 다르게 자꾸만 어긋나기 시작하는데...",https://www.kobis.or.kr/common/mast/movie/2023/04/348beacea4ac4d289e8b19e48e68a107.jpg
프린세스 아야,"판타지, 뮤지컬",이성강,"백아연, 박진영","특별한 비밀을 감춘 프린세스, 운명에 맞서다!

동물로 변하는 저주를 가진 아이들이 태어나는 연리지 왕국.
연리지의 공주 ‘아야’(백아연)는 어린 시절 엄마가 남겨주신 신비로운 힘을 가진 팔찌로 정체를 숨기며 산다.

이웃나라 바타르가 강력한 군사력으로 영토를 확장하며 주변국들을 위협하자
‘아야’는 연리지를 지키기 위해 얼굴도 모르는 바타르의 왕자 ‘바리’(박진영)와 정략결혼을 결심한다.
한편, 바타르의 장군 ‘섭정’은 왕자를 제거하고 전쟁을 일으키려는 음모를 꾸미는데…

저주의 비밀을 풀고 평화를 지키려는 ‘아야 공주’와 전쟁을 막고자 하는 ‘바리 왕자’의
운명을 넘어선 환상적인 모험이 펼쳐진다!",https://www.kobis.or.kr/common/mast/movie/2022/08/ddc73bab42c642568d52dea49f47a88a.jpg
형,"코미디, 드라마",권수경,"조정석, 도경수, 박신혜","“살다 보니까 니가 내 인생에 도움이 되는 날이 온다?”
뻔뻔한 사기꾼, 동생 핑계로 가석방의 기회를 물었다!

유도 국가대표 고두영(도경수)은 경기 도중 불의의 사고를 당하게 되고
이 소식을 들은 사기전과 10범의 형 고두식(조정석)은 눈물의 석방 사기극을 펼친다!

“형은 개뿔, 제발 내 인생에서 꺼져!”
형이 돌아오고 인생이 더 깜깜해졌다!

하루 아침에 앞이 깜깜해진 동생을 핑계로 1년간 보호자 자격으로 가석방 된 두식!.
15년 동안 단 한번도 연락이 없던 뻔뻔한 형이 집으로 돌아오고
보호자는커녕 ‘두영’의 삶을 더 엉망 진창으로 만드는데….

남보다 못한 형제의 예측불허 동거가 시작된다!",https://www.kobis.or.kr/common/mast/movie/2016/11/1cf24abe1beb4460b4694252cf638620.jpg
신라의 달밤,코미디,김상진,"김혜수, 이성재, 차승원, 유해진","경주 수학여행! 십년전, 전설적인 고교 짱 최기동과 소심한 모범생 박영준은 경주지역으로 수학여행을 떠난다. 그리고 휘영청 달이 밝은 운명의 그날 밤, 두 사람은 평생 잊을 수 없는 사건을 겪게 된다. 재회! 우연히 10년만에 경주에서 마주친 기동과 영준. 고교시절 ‘전설의 짱’ 최기동은 다혈질 체육선생이 되어 있고, 소심한 모범생 '왕따' 박영준은 엘리트 깡패가 되어 나타난다. 그 옛날의 전설적인 사건을 되새기며 반갑게 악수하는 그들의 양손에는 어느덧 힘이 들어가기 시작한다. 문제의 그녀! 그녀는 홀연히 나타났다. 슬픈 눈으로 우는가 하면 어느덧 그 눈으로 웃음 짓는 민주란! 그녀가 깡패같지 않은 깡패와 선생같지 않은 선생의 사랑을 뒤로한 채 관심을 쏟는 남자는 철부지 남동생 민주섭. 주섭은 영준의 후계자가 되고 싶어하는 기동 학교의 소문난 문제아인데... 과연 깡패와 선생, 그들의 어떤 사랑법이 주란의 마음을 차지할 수 있을 것인가?",https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/09/mov_20010027_32341.jpg
친구,드라마,곽경택,"유오성, 장동건, 서태화, 정운택, 김보경, 김정태","폭력조직의 두목을 아버지로 둔 준석, 가난한 장의사의 아들 동수, 화목한 가정에서 티없이 자란 상택, 밀수업자를 부모님으로 둔 귀여운 감초 중호. 넷은 어딜 가든 함께 했다. 훔친 플레이보이지를 보며 함께 낄낄거렸고, 이소룡의 브로마이드를 보며 경쟁하듯 흉내냈고, 조오련과 바다 거북이 중 누가 더 빠를까하며 입싸움을 벌이기도 했다. 그때는 세상이 온통 푸르게만 보였다. 여드름이 금새라도 터질 것 같던 18세. 큰형처럼 친구들을 다독거려주는 준석, 준석에게 열등감을 가진 동수, 전교 1, 2등 자리를 다투던 상택, 촐싹대지만 없으면 심심한 중호. 어느 날, 근처 여고의 그룹사운드 '레인보우'의 공연을 보러가고, 그곳에서 상택과 준석은 싱어 진숙에게 홀딱 반한다. 상택의 마음을 안 준석은 일부러 상택과 진숙을 만나게 해준다. 중호와 상택은 대학에 진학했다. 둘은 대학생이 된 이후 연락이 끊겼었던 준석과 동수를 찾아갔다. 동수는 어찌된 이유인지 감옥에 수감돼 있었고, 준석은 어머니를 여읜 충격으로 마약에 깊이 빠져있었다. 그리고 상택이 태어나 처음으로 사랑했던 여자 진숙이 준석의 곁에 있었다. 그들의 20대는 이렇게 시작되었다. 아버지를 여의고 부친의 조직내 행동대장이 된 준석, 준석을 배신하고 새로운 조직의 행동대장이 된 동수, 미국 유학을 앞둔 상택, 결혼하여 횟집 주인장이 된 중호녀석... 상택은 유학길에 오르기 전, 친구들이 보고 싶어졌다. 끝내 준석과 동수는 공항에 나타나지 않았다. 친구들을 부산땅에 남기고 떠나는 상택은 웬지 불길한 예감이 드는데....",https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/24/mov_20010040_33421.jpg
달마야 놀자,코미디,박철관,"박신양, 정진영, 박상면","업소들의 주도권을 놓고 일대 격전을 벌이던 재규일당은 무지막지한 습격을 당하고, 마지막이란 심정으로 깊은 산 중의 암자로 몸을 숨긴다. 더 이상 숨을 곳도, 보살펴 줄 조직의 힘도 끊긴 재규 일당에게 유일한 보금자리가 될 그 곳엔... 자비와 진리를 수행 중인 스님들이 살고 있었으니, 그 동안의 모든 일상을 뒤집는 느닷없는 인연은 고요했던 산사를 흔들기 시작한다. 막무가내로 들이닥친 재규일당을 받아들여야만 하는 스님들은 약속한 일주일의 시간이 야속하기만 하고... 보스의 연락만을 기다리는 재규 일당의 심정도 편치만은 않다. 절 생활의 무료함을 달래기 위한 재규일당의 일과는 사사건건 스님들의 수행에 방해만 되는데... 한편 이들을 내쫓고 평화를 찾기 위한 스님들의 눈물겨운 대책은 기상천외한 대결로 이어진다. 일대일 개인전에서부터 단체전까지의 결투에서 깨끗하게 승복한 재규일당. 결국 암자에 더 머물러도 좋다는 허락을 받아낸다. 그러나... 머물고 싶으면 수도해라... 스님들과 똑같은 수도생활을 해야한다는 조건을 달고, 재정비에 들어가는 산사생활은 또 다른 국면에 접어든다. 참았던 감정이 폭발한 두 집단은 맞짱과 몇번의 덮치기 등으로 팽팽하게 대립한다. 일하지 않는 자는 먹지도 말라하니 말년 병장처럼 지내던 재규일당의 생활은 이등병 신참으로 추락하기에 이른다. 치사하고 처절하고 눈물나는 수행은 다시 시작되는데... 스님들은 과연, 그들과 홀가분하게 '세이 굿바이'를 할 수 있을까?",https://www.kobis.or.kr/upload/up_img/cleansing/x00/00/44/mov_20010010_35183.jpg
컴백홈,"드라마, 코미디",이연우,"송새벽, 라미란, 이범수","“아버지가 네 앞으로 남겨놓은 게 있어”

개그맨이 되겠다는 꿈 하나로 서울 상경을 결심한 ‘기세’(송새벽)
그러나 갑작스러운 프로그램 폐지 소식과 함께
꿈도, 돈도, 집도 하루아침에 모든 것을 잃게 되고
15년 만에 고향을 찾는다.

고향에서 만난 충청도 최대 조직의 삼촌 ‘강돈’(이범수)은
현금 20억과 함께 ‘기세’에게 솔깃한 제안을 하고
‘기세’는 다시 행복한 인생 역전을 꿈꾼다.

한편, 오랜 기억 속 첫사랑 ‘영심’(라미란)까지 만나게 되면서
‘기세’는 매일매일 예측불허한 사건들에 휘말리게 되는데…

20억과 함께 찾아온 조폭 상속의 기회! 거기에 첫사랑까지?

꼬일 대로 꼬인 인생, 조폭 두목을 상속받다?
버라이어티한 ‘기세’의 역전이 시작된다!",https://www.kobis.or.kr/common/mast/movie/2022/09/535700395d324ca1b1cc46b2a1bf12e7.jpg
젠틀맨,범죄,김경원,"주지훈, 박성웅, 최성은","“지금 제가 검사인 상황…인 거죠?”

의뢰받은 사건은 100% 처리하는 흥신소 사장 ‘지현수’.
의뢰인과 함께 강아지를 찾기 위해 간 어느 펜션에서 괴한의 습격을 받고 쓰러진다.
끊어진 기억, 사라진 의뢰인. 정신을 차려보니 졸지에 납치 사건 용의자로 몰려버렸다.
꼼짝없이 체포되던 중 차 전복사고 후 검사로 오해받은 ‘지현수’는
실종된 의뢰인을 찾기 위해 검사로 위장해 수사를 시작한다.

“수사 방식이 남다르시네요? 검사답지 않게”

검사들의 검사, 일명 감찰부 미친 X ‘김화진’.
하늘 높은 줄 모르던 그가 좌천의 쓴맛을 보며 지내던 어느 날,
한 납치 사건을 조사하던 중 검사 행세를 하는 ‘지현수’와 만나게 된다.
단순한 납치로 여겼던 사건이 자신을 물 먹인 로펌 재벌 ‘권도훈’과 관련되어 있음을 알게 된다.

“나쁜 놈 잡는데 불법, 합법이 어딨습니까? 잡으면 장땡이지”

누명을 벗고자 하는 ‘지현수’와 ‘권도훈’을 잡고 싶은 ‘김화진’,
각자의 목표를 위해 손을 잡게 된 두 사람은
거대 로펌 재벌의 추악한 범죄를 파헤치다 전혀 뜻밖의 상황을 맞이하게 되는데...

작전은 완벽하게, 수사는 젠틀하게!
고품격 범죄 오락이 펼쳐진다!",https://www.kobis.or.kr/common/mast/movie/2022/12/7d3e5cb340b4470eb554eac806acf291.jpg
영웅,"드라마, 뮤지컬",윤제균,"정성화, 김고은, 나문희, 조재윤, 배정남, 이현우, 박진주","어머니 ‘조마리아’(나문희)와 가족들을 남겨둔 채 고향을 떠나온 대한제국 의병대장 ‘안중근’(정성화).
동지들과 함께 네 번째 손가락을 자르는 단지동맹으로 조국 독립의 결의를 다진 안중근은
조선 침략의 원흉인 ‘이토 히로부미’를
3년 내에 처단하지 못하면 자결하기로 피로 맹세한다.

그 약속을 지키기 위해 블라디보스토크를 찾은 안중근.
오랜 동지 ‘우덕순’(조재윤), 명사수 ‘조도선’(배정남),
독립군 막내 ‘유동하’(이현우), 독립군을 보살피는 동지 ‘마진주’(박진주)와 함께 거사를 준비한다.

한편 자신의 정체를 감춘 채 이토 히로부미에게 접근해
적진 한복판에서 목숨을 걸고 정보를 수집하던 독립군의 정보원 ‘설희’(김고은)는
이토 히로부미가 곧 러시아와의 회담을 위해
하얼빈을 찾는다는 일급 기밀을 다급히 전한다.

드디어 1909년 10월 26일,
이날만을 기다리던 안중근은
하얼빈역에 도착한 이토 히로부미를 향해
주저 없이 방아쇠를 당긴다.

현장에서 체포된 그는 전쟁 포로가 아닌 살인의 죄목으로,
조선이 아닌 일본 법정에 서게 되는데…

누가 죄인인가, 누가 영웅인가!",https://www.kobis.or.kr/common/mast/movie/2022/12/13760668f5644b739d29dd80d4b00ad8.jpg
웅남이,"코미디, 액션",박성광,"박성웅, 최민수, 오달수, 염혜란, 이이경",인간을 초월하는 짐승 같은 능력으로 국제 범죄 조직에 맞서는 웅남이의 좌충우돌 코미디 <웅남이>,https://www.kobis.or.kr/common/mast/movie/2023/03/e62e0de74538455bbfa5e74ede3cd8d9.jpg
카운트,드라마,권혁재,"진선규, 성유빈, 고창석, 오나라, 장동주, 고규필","마이웨이, 오직 직진!
한번 물면 절대 놓지 않는 킹받는 美친 개가 온다!

1988년 올림픽 금메달리스트지만
1998년 지금은 평범한 고등학교 선생인 ‘시헌’(진선규).
선수 생활 은퇴 후 남은 건 고집뿐,
모두를 킹받게 하는 마이웨이 행보로 주변 사람들의 속을 썩인다.

그러던 어느 날, 우연히 참석한 대회에서 뛰어난 실력에도 불구하고
승부 조작으로 기권패를 당한 ‘윤우’(성유빈)를 알게 된 ‘시헌’은
복싱부를 만들기로 결심한다.
아내 ‘일선’(오나라)의 열렬한 반대와, ‘교장’(고창석)의 끈질긴 만류도 무시한 채,
‘시헌’은 독기만 남은 유망주 ‘윤우’와
영문도 모른 채 레이더망에 걸린 ‘환주’(장동주), ‘복안’(김민호)을 데리고
본격적인 훈련에 돌입하기 시작하는데...!

쓰리, 투, 원! 2023년 새해, 긍정 파워 풀충전!
그들만의 가장 유쾌한 카운트가 시작된다",https://www.kobis.or.kr/common/mast/movie/2023/02/ec559fa6c22c4b0fb6ee0038da3dcb05.jpg
살수,"액션, 사극",곽정덕,"신현준, 이문식, 김민경, 이로운","악으로 물든 세상, 그의 검이 심판한다!

조선 팔도 제일의 살수 '이난'(신현준)
병마가 그를 위협하고, 점점 가까워지는 죽음에
고통스러운 몸을 이끌고 한 마을에 의탁한다

탐관오리의 횡포와
울부짖는 백성들의 비명으로 점철된
살아있는 지옥…

조선 최고의 살수 '이난'
마침내 그가 깨어난다!",https://www.kobis.or.kr/common/mast/movie/2023/01/f7a0db92f82a438fb5fb2ef89cc84067.jpg
범죄도시2,"범죄, 액션",이상용,"마동석, 손석구, 최귀화","“느낌 오지? 이 놈 잡아야 하는 거”

가리봉동 소탕작전 후 4년 뒤,
금천서 강력반은 베트남으로 도주한 용의자를 인도받아 오라는 미션을 받는다.

괴물형사 ‘마석도’(마동석)와 ‘전일만’(최귀화) 반장은 현지 용의자에게서 수상함을 느끼고,
그의 뒤에 무자비한 악행을 벌이는 ‘강해상’(손석구)이 있음을 알게 된다.

‘마석도’와 금천서 강력반은 한국과 베트남을 오가며
역대급 범죄를 저지르는 ‘강해상’을 본격적으로 쫓기 시작하는데...

나쁜 놈들 잡는 데 국경 없다!
통쾌하고 화끈한 범죄 소탕 작전이 다시 펼쳐진다!",https://www.kobis.or.kr/common/mast/movie/2022/05/fe202fdd479043af848b5d9292772df9.jpg
올빼미,스릴러,안태진,"류준열, 유해진, 최무성","맹인이지만 뛰어난 침술 실력을 지닌 ‘경수’는
어의 ‘이형익’에게 그 재주를 인정받아 궁으로 들어간다.

그 무렵, 청에 인질로 끌려갔던 ‘소현세자’가 8년 만에 귀국하고,
‘인조’는 아들을 향한 반가움도 잠시 정체 모를 불안감에 휩싸인다.

그러던 어느 밤, 어둠 속에서는 희미하게 볼 수 있는 ‘경수’가
‘소현세자’의 죽음을 목격하게 되고
진실을 알리려는 찰나 더 큰 비밀과 음모가 드러나며
목숨마저 위태로운 상황에 빠진다.

아들의 죽음 후 ‘인조’의 불안감은 광기로 변하여 폭주하기 시작하고
세자의 죽음을 목격한 ‘경수’로 인해 관련된 인물들의 민낯이 서서히 드러나게 되는데...",https://www.kobis.or.kr/common/mast/movie/2022/11/5a155610a51a4c0087c5e421110484ea.jpg
캐리와 슈퍼콜라,애니메이션,오성윤,"최정윤, 엄상현, 이다은, 원옥화","내 친구 ‘콜라’에게 초능력이 생겼다…?!

우주 악당 ‘스펙터’에게 쫓기던 외계인 ‘마스터’는
우연히 지구에 불시착하게 되고

‘캐리’의 가장 소중한 인형 ‘콜라’의 몸속에 들어가게 된다
그렇게 처음 ‘슈퍼콜라’와 만나게 된 11살 캐리와 친구들!

자유자재로 사물을 움직일 수 있는 초능력 덕분에
‘캐리’의 하나뿐인 비밀친구가 된 ‘슈퍼 콜라’!

그러나 평온함도 잠시. 무리한 초능력 사용으로
‘스펙터’ 일당의 레이더에 걸린 ‘슈퍼콜라’는
결국 악당의 우주선으로 잡혀가고 마는데!

용감무쌍 캐리의 슈퍼파워 콜라 구출 대작전!",https://www.kobis.or.kr/common/mast/movie/2022/12/9767e820582d42759e9db0a4a827a3e3.jpg
뒤틀린 집,"공포(호러), 드라마, 스릴러",강동헌,"서영희, 김민재, 김보민","“이 집 뒤틀린 거.. 아세요?”
피치 못할 사정으로 외딴집에 이사 오게 된 가족.
엄마 ‘명혜’는 이사 온 첫 날부터 이 집이 뒤틀렸다고 전하는 이웃집 여자의 경고와
창고에서 들리는 불길한 소리로 인해 밤잠을 설친다.
아빠 ‘현민’은 그런 ‘명혜’를 신경쇠약으로만 여기고,
둘째 딸 ‘희우’는 가족들이 보지 못하는 무언가를 마주하지만 그 사실을 숨긴다.
그러던 어느 날, 알 수 없는 기운에 이끌려 잠겨 있던 창고문을 열고 만 명혜는
무언가에 사로잡힌 듯 다른 사람처럼 행동하기 시작하는데…
뒤틀린 틈에서 시작된 비극이 가족을 집어삼키려 한다!",https://www.kobis.or.kr/common/mast/movie/2022/06/c9512e72eca24668a3fb3ec6b5152797.jpg
아부쟁이,"액션, 코미디, 드라마",황승재,"류의현, 김지민, 강유석, 동현배, 곽민호","일진 생활 6년, 오늘부턴 아부만이 살 길!

고3 평균 나이 26.5세
전국구 조폭들이 졸업장을 위해 모여드는 풍랑고.
의기양양하게 등교한 전직 일진 전학생 ‘박건’은
레벨이 다른 약육강식의 현실에 무릎 꿇고
큰 형님 ‘태산’을 보필하는 ‘아부쟁이’가 되기로 결심하는데…

약.육.강.식 먹이사슬 최하위!
약자 오브 약자의 극한 생존기가 시작된다",https://www.kobis.or.kr/common/mast/movie/2022/05/86eab48e2f6441088ed031e68e9ae8a7.jpg
강남좀비,드라마,이수성,"지일주, 지연","대한민국 강남이 좀비에 점령 당했다!

평소와 같던 어느 날, 원인을 알 수 없는 바이러스에 감염된 좀비가 강남에 등장하고
기이한 행동들을 보이며 공포감을 불러일으키던 좀비의 정체가 사람들에게 알려진다.

한편, 대한민국 태권도 前국가 상비군 ‘현석’(지일주)은
강남의 직장으로 출근하던 중 우연히 ‘민정’(박지연)을 만나게 되고,
자신의 회사에서 다시 ‘민정’을 마주한 ‘현석’이 호감을 표하는 순간
좀비가 건물에 들이닥치면서 순식간에 건물 전체의 사람들이 감염되기 시작한다.

바깥 사람들을 구하기 위해 모든 문이 폐쇄되어버린 건물,
그 속에서 ‘현석’과 ‘민정’은 살아남기 위한 처절한 사투를 시작하는데…

이렇게 된 이상 절대 물러날 수 없다!
갇혀버린 강남, 무조건 살아남아야한다!",https://www.kobis.or.kr/common/mast/movie/2022/12/71c210316b0b4a3988e53e890fdeb0bf.jpg
교섭,드라마,임순례,"황정민, 현빈, 강기영","“어떤 경우라도 희생자를 안 만드는 게 이 협상의 기조 아닙니까?”

분쟁지역 아프가니스탄에서 한국인들이 탈레반에게 납치되는 최악의 피랍사건이 발생한다.
교섭 전문이지만 아프가니스탄은 처음인 외교관 재호(황정민)가 현지로 향하고,
국정원 요원 대식(현빈)을 만난다.
원칙이 뚜렷한 외교관과 현지 사정에 능통한 국정원 요원.
입장도 방법도 다르지만, 두 사람은 인질을 살려야 한다는 목표를 향해 함께 나아간다.
살해 시한은 다가오고, 협상 상대, 조건 등이 시시각각 변하는 상황에서
교섭의 성공 가능성은 점점 희박해져 가는데...",https://www.kobis.or.kr/common/mast/movie/2022/12/115acdd9e2844399b21c49e67718919c.jpg
클로젯,"미스터리, 드라마",김광빈,"하정우, 김남길, 허율, 김시아","벽장 문이 열리고, 아이가 사라졌다!

갑작스러운 사고로 아내를 잃은 상원(하정우)과 그의 딸 이나(허율)
상원은 소원해진 이나와의 관계를 회복하기 위해 새집으로 이사를 간다.

상원은 이나와 가까워지기 위해 노력하지만 어긋난 사이는 좀처럼 회복되지 않는다.
그러던 어느 날 이나가 새로운 친구가 생겼다며 웃기 시작한다.
하지만 평온도 잠시, 이나의 방 안에 있는 벽장에서 기이한 소리들이 들려오고
이나에게 이상 증세가 나타난다.
그리고 상원마저 이상한 꿈을 꾸기 시작한 지 얼마 후, 이나가 흔적도 없이 사라진다.

이나의 흔적을 쫓는 상원에게 의문의 남자 경훈(김남길)이 찾아와
딸의 행방을 알고 있다며 가리킨 곳은 다름 아닌 이나의 ‘벽장’.

10년간 실종된 아이들의 행방을 쫓고 있는 경훈은 믿기 힘든 이야기를 꺼내고
상원은 딸을 찾을 수 있다는 마음으로 열어서는 안 될 벽장을 향해 손을 뻗는데…",https://www.kobis.or.kr/common/mast/movie/2020/01/a14b66a0cd1e492988dbecb7f563412e.jpg
육사오(6/45),코미디,박규태,"고경표, 이이경, 음문석, 박세완, 이순원, 곽동연, 김민호",바람을 타고 군사분계선을 넘어가버린 57억 1등 당첨 로또를 둘러싼 남북 군인들간의 코믹 접선극.,https://www.kobis.or.kr/common/mast/movie/2022/08/3e132d2e189a40d294bfecaec6ec1f7f.jpg
